del_prop,prevlence,es,data,power
0.5,0.1,1.2,exome,0.07051033187
0.75,0.1,1.2,exome,0.13869755792
1,0.1,1.2,exome,0.24796493425
0.5,0.1,1.5,exome,0.34564809017
0.75,0.1,1.5,exome,0.55541640576
1,0.1,1.5,exome,0.72323105823
0.5,0.1,1.8,exome,0.50250469631
0.75,0.1,1.8,exome,0.70194113964
1,0.1,1.8,exome,0.80369442705
0.5,0.2,1.2,exome,0.06167814652
0.75,0.2,1.2,exome,0.16030056356
1,0.2,1.2,exome,0.26768941766
0.5,0.2,1.5,exome,0.35253600501
0.75,0.2,1.5,exome,0.55760801503
1,0.2,1.5,exome,0.71728240451
0.5,0.2,1.8,exome,0.51189730745
0.75,0.2,1.8,exome,0.69787100814
1,0.2,1.8,exome,0.79993738259
0.5,0.1,1.2,exome_cadd,0.01502817783
0.75,0.1,1.2,exome_cadd,0.04226675016
1,0.1,1.2,exome_cadd,0.07889793363
0.5,0.1,1.5,exome_cadd,0.15591734502
0.75,0.1,1.5,exome_cadd,0.29524107702
1,0.1,1.5,exome_cadd,0.43018159048
0.5,0.1,1.8,exome_cadd,0.27207263619
0.75,0.1,1.8,exome_cadd,0.42266750157
1,0.1,1.8,exome_cadd,0.53256105197
0.5,0.2,1.2,exome_cadd,0.01596743895
0.75,0.2,1.2,exome_cadd,0.04852849092
1,0.2,1.2,exome_cadd,0.09517845961
0.5,0.2,1.5,exome_cadd,0.15623043206
0.75,0.2,1.5,exome_cadd,0.30181590482
1,0.2,1.5,exome_cadd,0.43299937383
0.5,0.2,1.8,exome_cadd,0.27989981215
0.75,0.2,1.8,exome_cadd,0.41891045711
1,0.2,1.8,exome_cadd,0.52723857232
0.5,0.1,1.2,hrc_topmed_exome,0.08641202250
0.75,0.1,1.2,hrc_topmed_exome,0.18879148400
1,0.1,1.2,hrc_topmed_exome,0.31778334380
0.5,0.1,1.5,hrc_topmed_exome,0.38572323110
0.75,0.1,1.5,hrc_topmed_exome,0.61271133380
1,0.1,1.5,hrc_topmed_exome,0.79868503440
0.5,0.1,1.8,hrc_topmed_exome,0.55009392610
0.75,0.1,1.8,hrc_topmed_exome,0.77457733250
1,0.1,1.8,hrc_topmed_exome,0.90701314970
0.5,0.2,1.2,hrc_topmed_exome,0.09298685030
0.75,0.2,1.2,hrc_topmed_exome,0.20507201000
1,0.2,1.2,hrc_topmed_exome,0.33343769570
0.5,0.2,1.5,hrc_topmed_exome,0.39073262370
0.75,0.2,1.5,hrc_topmed_exome,0.61928616160
1,0.2,1.5,hrc_topmed_exome,0.79304946780
0.5,0.2,1.8,hrc_topmed_exome,0.55886036320
0.75,0.2,1.8,hrc_topmed_exome,0.77864746400
1,0.2,1.8,hrc_topmed_exome,0.91108328120
0.5,0.1,1.2,hrc_topmed_exome_cadd,0.01628052600
0.75,0.1,1.2,hrc_topmed_exome_cadd,0.04602379460
1,0.1,1.2,hrc_topmed_exome_cadd,0.08641202250
0.5,0.1,1.5,hrc_topmed_exome_cadd,0.16217908580
0.75,0.1,1.5,hrc_topmed_exome_cadd,0.30463368820
1,0.1,1.5,hrc_topmed_exome_cadd,0.43706950530
0.5,0.1,1.8,hrc_topmed_exome_cadd,0.27770820290
0.75,0.1,1.8,hrc_topmed_exome_cadd,0.42986850340
1,0.1,1.8,hrc_topmed_exome_cadd,0.54132748900
0.5,0.2,1.2,hrc_topmed_exome_cadd,0.01753287410
0.75,0.2,1.2,hrc_topmed_exome_cadd,0.05165936130
1,0.2,1.2,hrc_topmed_exome_cadd,0.10425798370
0.5,0.2,1.5,hrc_topmed_exome_cadd,0.16249217280
0.75,0.2,1.5,hrc_topmed_exome_cadd,0.30964308080
1,0.2,1.5,hrc_topmed_exome_cadd,0.44239198500
0.5,0.2,1.8,hrc_topmed_exome_cadd,0.28522229180
0.75,0.2,1.8,hrc_topmed_exome_cadd,0.42642454600
1,0.2,1.8,hrc_topmed_exome_cadd,0.53569192240
0.5,0.1,1.2,hrc_topmed,0.06418284280
0.75,0.1,1.2,hrc_topmed,0.13212273010
1,0.1,1.2,hrc_topmed,0.23669380090
0.5,0.1,1.5,hrc_topmed,0.27113337510
0.75,0.1,1.5,hrc_topmed,0.42736380710
1,0.1,1.5,hrc_topmed,0.55884157800
0.5,0.1,1.8,hrc_topmed,0.39323732000
0.75,0.1,1.8,hrc_topmed,0.52066374450
1,0.1,1.8,hrc_topmed,0.60050093930
0.5,0.2,1.2,hrc_topmed,0.06950532250
0.75,0.2,1.2,hrc_topmed,0.14589855980
1,0.2,1.2,hrc_topmed,0.24483406390
0.5,0.2,1.5,hrc_topmed,0.28021289920
0.75,0.2,1.5,hrc_topmed,0.42924232940
1,0.2,1.5,hrc_topmed,0.55871070757
0.5,0.2,1.8,hrc_topmed,0.39167188480
0.75,0.2,1.8,hrc_topmed,0.51628052600
1,0.2,1.8,hrc_topmed,0.59486537260
0.5,0.1,1.2,hrc_topmed_cadd,0.01133187230
0.75,0.1,1.2,hrc_topmed_cadd,0.03005635570
1,0.1,1.2,hrc_topmed_cadd,0.06361740760
0.5,0.1,1.5,hrc_topmed_cadd,0.13525360050
0.75,0.1,1.5,hrc_topmed_cadd,0.23688541010
1,0.1,1.5,hrc_topmed_cadd,0.24413838450
0.5,0.1,1.8,hrc_topmed_cadd,0.21386662490
0.75,0.1,1.8,hrc_topmed_cadd,0.24683907330
1,0.1,1.8,hrc_topmed_cadd,0.28708703820
0.5,0.2,1.2,hrc_topmed_cadd,0.01199730750
0.75,0.2,1.2,hrc_topmed_cadd,0.03256105200
1,0.2,1.2,hrc_topmed_cadd,0.07451471510
0.5,0.2,1.5,hrc_topmed_cadd,0.13180964310
0.75,0.2,1.5,hrc_topmed_cadd,0.23062366940
1,0.2,1.5,hrc_topmed_cadd,0.25586412022
0.5,0.2,1.8,hrc_topmed_cadd,0.21453475270
0.75,0.2,1.8,hrc_topmed_cadd,0.23734376960
1,0.2,1.8,hrc_topmed_cadd,0.26408703820
0.5,0.1,1.2,hrc,0.04790231680
0.75,0.1,1.2,hrc,0.09298685030
1,0.1,1.2,hrc,0.16624921730
0.5,0.1,1.5,hrc,0.18910457110
0.75,0.1,1.5,hrc,0.28804007510
1,0.1,1.5,hrc,0.36912961800
0.5,0.1,1.8,hrc,0.27520350660
0.75,0.1,1.8,hrc,0.34752661240
1,0.1,1.8,hrc,0.40388227930
0.5,0.2,1.2,hrc,0.05353788350
0.75,0.2,1.2,hrc,0.10864120230
1,0.2,1.2,hrc,0.16468378210
0.5,0.2,1.5,hrc,0.19098309330
0.75,0.2,1.5,hrc,0.29023168440
1,0.2,1.5,hrc,0.36912961800
0.5,0.2,1.8,hrc,0.25892298060
0.75,0.2,1.8,hrc,0.34376956790
1,0.2,1.8,hrc,0.39574201630
0.5,0.1,1.2,hrc_cadd,0.00782717600
0.75,0.1,1.2,hrc_cadd,0.02160300560
1,0.1,1.2,hrc_cadd,0.03256105200
0.5,0.1,1.5,hrc_cadd,0.05447714460
0.75,0.1,1.5,hrc_cadd,0.09204758920
1,0.1,1.5,hrc_cadd,0.12429555420
0.5,0.1,1.8,hrc_cadd,0.09016906700
0.75,0.1,1.8,hrc_cadd,0.11208515970
1,0.1,1.8,hrc_cadd,0.13838447090
0.5,0.2,1.2,hrc_cadd,0.00751408890
0.75,0.2,1.2,hrc_cadd,0.02191609270
1,0.2,1.2,hrc_cadd,0.03788353160
0.5,0.2,1.5,hrc_cadd,0.05854727610
0.75,0.2,1.5,hrc_cadd,0.09204758920
1,0.2,1.5,hrc_cadd,0.12460864120
0.5,0.2,1.8,hrc_cadd,0.08547276140
0.75,0.2,1.8,hrc_cadd,0.11458985600
1,0.2,1.8,hrc_cadd,0.13525360050
0.5,0.1,1.2,topmed,0.06199123360
0.75,0.1,1.2,topmed,0.12836568570
1,0.1,1.2,topmed,0.22792736380
0.5,0.1,1.5,topmed,0.26236693800
0.75,0.1,1.5,topmed,0.41484032560
1,0.1,1.5,topmed,0.53256105200
0.5,0.1,1.8,topmed,0.38102692550
0.75,0.1,1.8,topmed,0.50657482780
1,0.1,1.8,topmed,0.58453350030
0.5,0.2,1.2,topmed,0.06825297430
0.75,0.2,1.2,topmed,0.14308077650
1,0.2,1.2,topmed,0.23575453980
0.5,0.2,1.5,topmed,0.27082028800
0.75,0.2,1.5,topmed,0.41765810900
1,0.2,1.5,topmed,0.52504696310
0.5,0.2,1.8,topmed,0.37789605510
0.75,0.2,1.8,topmed,0.50031308700
1,0.2,1.8,topmed,0.58140262990
0.5,0.1,1.2,topmed_cadd,0.01127113340
0.75,0.1,1.2,topmed_cadd,0.02849092050
1,0.1,1.2,topmed_cadd,0.05291170950
0.5,0.1,1.5,topmed_cadd,0.09048215400
0.75,0.1,1.5,topmed_cadd,0.15685660610
1,0.1,1.5,topmed_cadd,0.21665623040
0.5,0.1,1.8,topmed_cadd,0.15028177830
0.75,0.1,1.8,topmed_cadd,0.20601127110
1,0.1,1.8,topmed_cadd,0.24890419540
0.5,0.2,1.2,topmed_cadd,0.01440200380
0.75,0.2,1.2,topmed_cadd,0.03068252970
1,0.2,1.2,topmed_cadd,0.05823418910
0.5,0.2,1.5,topmed_cadd,0.09048215400
0.75,0.2,1.5,topmed_cadd,0.15623043210
1,0.2,1.5,topmed_cadd,0.20851596740
0.5,0.2,1.8,topmed_cadd,0.14402003760
0.75,0.2,1.8,topmed_cadd,0.20225422670
1,0.2,1.8,topmed_cadd,0.24827802130
,,,,
,,,,
